miRNA_1	miRNA_2	target
MIR30C1	MIR30E	LNPEP
MIR30C1	MIR30E	ATXN7L3B
MIR30C1	MIR30E	TRIAP1
MIR30C1	MIR30E	DGKH
MIR30C1	MIR30E	CUL5
MIR30C1	MIR30E	SP3
MIR30C1	MIR30E	SPCS3
MIR30C1	MIR30E	GIGYF1
MIR30C1	MIR30E	FAM46A
MIR30C1	MIR30E	CDK6
MIR30C1	MIR30E	PLAGL2
MIR30C1	MIR30E	TFPI2
MIR30C1	MIR30E	ALDH2
MIR30C1	MIR30E	TAOK3
MIR30C1	MIR30E	UBE3C
MIR30C1	MIR30E	CMTR2
MIR30C1	MIR30E	IKZF2
MIR30C1	MIR30E	NOVA1
MIR30C1	MIR30E	RAB11A
MIR30C1	MIR30E	ZBTB7A
MIR30C1	MIR30E	PRPF6
MIR30C1	MIR30E	NT5DC3
MIR30C1	MIR30E	CELF3
MIR30C1	MIR30E	BCL6
MIR30C1	MIR30E	KLF9
MIR30C1	MIR30E	SSBP2
MIR30C1	MIR30E	SNTB2
MIR30C1	MIR30E	CNNM4
MIR30C1	MIR30E	BRWD3
MIR30C1	MIR30E	RASA2
MIR30C1	MIR30E	RPA2
MIR30C1	MIR30E	MLXIP
MIR30C1	MIR30E	NAV1
MIR30C1	MIR30E	SMARCAD1
MIR30C1	MIR30E	CDC27
MIR30C1	MIR30E	RER1
MIR30C1	MIR30E	RHEBL1
MIR30C1	MIR30E	ARID5B
MIR30C1	MIR30E	URGCP
MIR30C1	MIR30E	PPWD1
MIR30C1	MIR30E	CHD9
MIR30C1	MIR30E	PRRC2C
MIR30C1	MIR30E	NUP35
MIR30C1	MIR30E	TMCC1
MIR30C1	MIR30E	CD99
MIR30C1	MIR30E	DDIT4
MIR30C1	MIR30E	ZNF354C
MIR30C1	MIR30E	GLS
MIR30C1	MIR30E	UBE2K
MIR30C1	MIR30E	FAM126A
MIR30C1	MIR30E	SEC31A
MIR30C1	MIR30E	TP53INP1
MIR30C1	MIR30E	LRRC8D
MIR30C1	MIR30E	PHACTR2
MIR30C1	MIR30E	HN1L
MIR30C1	MIR30E	PDP2
MIR30C1	MIR30E	ASB1
MIR30C1	MIR30E	RAP2B
MIR30C1	MIR30E	RASGRP3
MIR30C1	MIR30E	CRMP1
MIR30C1	MIR30E	AVL9
MIR30C1	MIR30E	AFF4
MIR30C1	MIR30E	IPO7
MIR30C1	MIR30E	PPP2R1B
MIR30C1	MIR30E	SMARCA5
MIR30C1	MIR30E	TMEM87B
MIR30C1	MIR30E	GNPDA1
MIR30C1	MIR30E	TET3
MIR30C1	MIR30E	TMEM182
MIR30C1	MIR30E	PRDM1
MIR30C1	MIR30E	RCOR1
MIR30C1	MIR30E	XPOT
MIR30C1	MIR30E	FAF2
MIR30C1	MIR30E	PDSS2
MIR30C1	MIR30E	RAPGEF2
MIR30C1	MIR30E	PAPOLA
MIR30C1	MIR30E	RGS1
MIR30C1	MIR30E	RRAGD
MIR30C1	MIR30E	LHFPL2
MIR30C1	MIR30E	CAPRIN1
MIR30C1	MIR30E	LMBR1
MIR30C1	MIR30E	SERINC3
MIR30C1	MIR30E	REV3L
MIR30C1	MIR30E	INSIG1
MIR30C1	MIR30E	SOCS1
MIR30C1	MIR30E	CUL2
MIR30C1	MIR30E	TM4SF1
MIR30C1	MIR30E	PPP3CA
MIR30C1	MIR30E	LEMD3
MIR30C1	MIR30E	XPO1
MIR30C1	MIR30E	GALNT3
MIR30C1	MIR30E	GLCCI1
MIR30C1	MIR30E	USP46
MIR30C1	MIR30E	STK35
MIR30C1	MIR30E	AHNAK
MIR30C1	MIR30E	SOCS3
MIR30C1	MIR30E	PIGA
MIR30C1	MIR30E	TPM4
MIR30C1	MIR30E	TSPYL4
MIR30C1	MIR30E	MYSM1
MIR30C1	MIR30E	GALNT1
MIR30C1	MIR30E	RNF122
MIR30C1	MIR30E	FNDC3A
MIR30C1	MIR30E	PHF20
MIR30C1	MIR30E	SAMD4A
MIR30C1	MIR30E	ZFX
MIR30C1	MIR30E	H6PD
MIR30C1	MIR30E	CCNT2
MIR30C1	MIR30E	CPT2
MIR30C1	MIR30E	CAMK2D
MIR30C1	MIR30E	KMT2C
MIR30C1	MIR30E	FBXO30
MIR30C1	MIR30E	CFL2
MIR30C1	MIR30E	SYNGR3
MIR30C1	MIR30E	ATP5SL
MIR30C1	MIR30E	DLG5
MIR30C1	MIR30E	LYRM2
MIR30C1	MIR30E	PLXNC1
MIR30C1	MIR30E	PLAA
MIR30C1	MIR30E	MTRNR2L6
MIR30C1	MIR30E	CASP4
MIR30C1	MIR30E	NAPG
MIR30C1	MIR30E	RNF220
MIR30C1	MIR30E	TECPR1
MIR30C1	MIR30E	SLC12A6
MIR30C1	MIR30E	ERLIN1
MIR30C1	MIR30E	GALNT2
MIR30C1	MIR30E	ZNF33A
MIR30C1	MIR30E	BIRC2
MIR30C1	MIR30E	NID1
MIR30C1	MIR30E	RCOR3
MIR30C1	MIR30E	STRIP1
MIR30C1	MIR30E	ZCCHC2
MIR30C1	MIR30E	DCTN4
MIR30C1	MIR30E	SFXN1
MIR30C1	MIR30E	KIAA0101
MIR30C1	MIR30E	RNF168
MIR30C1	MIR30E	PANK3
MIR30C1	MIR30E	LSS
MIR30C1	MIR30E	EPG5
MIR30C1	MIR30E	TMEM131
MIR30C1	MIR30E	RORA
MIR30C1	MIR30E	SIAH1
MIR30C1	MIR30E	PER2
MIR30C1	MIR30E	SIDT2
MIR30C1	MIR30E	YWHAZ
MIR30C1	MIR30E	ZNF480
MIR30C1	MIR30E	DDAH1
MIR30C1	MIR30E	ASAP2
MIR30C1	MIR30E	FCHSD2
MIR30C1	MIR30E	CAPZA1
MIR30C1	MIR30E	TSPAN2
MIR30C1	MIR30E	PHF10
MIR30C1	MIR30E	SOX4
MIR30C1	MIR30E	ZNF791
MIR30C1	MIR30E	PPP2R2D
MIR30C1	MIR30E	RASA1
MIR30C1	MIR30E	ATL2
MIR30C1	MIR30E	SRSF7
MIR30C1	MIR30E	FBXO45
MIR30C1	MIR30E	BAZ2B
MIR30C1	MIR30E	ELL2
MIR30C1	MIR30E	SEMA3A
MIR30C1	MIR30E	QSER1
MIR30C1	MIR30E	HLA-DRA
MIR30C1	MIR30E	PIP4K2B
MIR30C1	MIR30E	TPRG1L
MIR30C1	MIR30E	TRIM44
MIR30C1	MIR30E	PDGFRB
MIR30C1	MIR30E	CTHRC1
MIR30C1	MIR30E	WDR5
MIR30C1	MIR30E	ELOVL5
MIR30C1	MIR30E	RNF138
MIR30C1	MIR30E	RBM6
MIR30C1	MIR30E	CPE
MIR30C1	MIR30E	C7orf60
MIR30C1	MIR30E	SLC25A36
MIR30C1	MIR30E	ZC3H12C
MIR30C1	MIR30E	IQCB1
MIR30C1	MIR30E	PGM1
MIR30C1	MIR30E	FUCA1
MIR30C1	MIR30E	NEDD4
MIR30C1	MIR30E	BRWD1
MIR30C1	MIR30E	UBE2V2
MIR30C1	MIR30E	DCUN1D3
MIR30C1	MIR30E	RALGPS2
MIR30C1	MIR30E	PABPC1
MIR30C1	MIR30E	TNRC6A
MIR30C1	MIR30E	BCL10
MIR30C1	MIR30E	RASD1
MIR30C1	MIR30E	HABP4
MIR30C1	MIR30E	ANKRA2
MIR30C1	MIR30E	FAM73B
MIR30C1	MIR30E	RB1
MIR30C1	MIR30E	C2CD3
MIR30C1	MIR30E	ZDHHC21
MIR30C1	MIR30E	PREPL
MIR30C1	MIR30E	SURF4
MIR30C1	MIR30E	OSBPL3
MIR30C1	MIR30E	EEA1
MIR30C1	MIR30E	PHTF2
MIR30C1	MIR30E	SMG1
MIR30C1	MIR30E	CD226
MIR30C1	MIR30E	MAN1A2
MIR30C1	MIR30E	CMAS
MIR30C1	MIR30E	PHC3
MIR30C1	MIR30E	BTRC
MIR30C1	MIR30E	FAM160B1
MIR30C1	MIR30E	AGO2
MIR30C1	MIR30E	SEC24A
MIR30C1	MIR30E	EML4
MIR30C1	MIR30E	USP34
MIR30C1	MIR30E	ZNF746
MIR30C1	MIR30E	SON
MIR30C1	MIR30E	GNAI2
MIR30C1	MIR30E	GFM1
MIR30C1	MIR30E	PDE7A
MIR30C1	MIR30E	SLCO5A1
MIR30C1	MIR30E	ZBTB25
MIR30C1	MIR30E	ZNF281
MIR30C1	MIR30E	FAM208B
MIR30C1	MIR30E	CXCL6
MIR30C1	MIR30E	C6orf136
MIR30C1	MIR30E	AHR
MIR30C1	MIR30E	BRD4
MIR30C1	MIR30E	PLA2G12A
MIR30C1	MIR30E	E2F7
MIR30C1	MIR30E	BDKRB2
MIR30C1	MIR30E	GNA13
MIR30C1	MIR30E	SEC23IP
MIR30C1	MIR30E	MICAL2
MIR30C1	MIR30E	ABCA12
MIR30C1	MIR30E	GCNT3
MIR30C1	MIR30E	IGF2R
MIR30C1	MIR30E	NUCKS1
MIR30C1	MIR30E	GALNT7
MIR30C1	MIR30E	HBS1L
MIR30C1	MIR30E	NR3C1
MIR30C1	MIR30E	JADE3
MIR30C2	MIR30D	BIRC3
MIR30C2	MIR30D	SH2B3
MIR30C2	MIR30D	DYNLT1
MIR30C2	MIR30D	PSMB1
MIR30C2	MIR30D	HSP90AA1
MIR30C2	MIR30D	ADRA2A
MIR30C2	MIR30D	GFPT2
MIR30C2	MIR30D	CCDC43
MIR30C2	MIR30D	CCDC47
MIR30C2	MIR30D	CYFIP2
MIR30C2	MIR30D	POLR1A
MIR30C2	MIR30D	ZNF100
MIR30C2	MIR30D	BRCA2
MIR30C2	MIR30D	FAM120A
MIR30C2	MIR30D	TRIM23
MIR30C2	MIR30D	TRIP12
MIR30C2	MIR30D	GIGYF2
MIR30C2	MIR30D	PLBD2
MIR30C2	MIR30D	SSR3
MIR30C2	MIR30D	PHLDB2
MIR30C2	MIR30D	AMOTL1
MIR30C2	MIR30D	MUM1
MIR30C2	MIR30D	RBM12B
MIR30C2	MIR30D	PRRX1
MIR30C2	MIR30D	MAP3K7
MIR30C2	MIR30D	ZBTB18
MIR30C2	MIR30D	DENND4C
MIR30C2	MIR30D	CCDC71L
MIR30C2	MIR30D	C4orf3
MIR30C2	MIR30D	FRMD6
MIR30C2	MIR30D	AKT1S1
MIR30C2	MIR30D	RRM2
MIR30C2	MIR30D	ARHGEF28
MIR30C2	MIR30D	CLN8
MIR30C2	MIR30D	HSPA5
MIR30C2	MIR30D	BTLA
MIR30C2	MIR30D	ASH1L
MIR30C2	MIR30D	TAOK1
MIR30C2	MIR30D	SPATA13
MIR30C2	MIR30D	PICALM
MIR30C2	MIR30D	ZNF516
MIR30C2	MIR30D	ZCCHC14
MIR30C2	MIR30D	SLC35D1
MIR30C2	MIR30D	C2CD2
MIR30C2	MIR30D	YWHAG
MIR30C2	MIR30D	NOTCH1
MIR30C2	MIR30D	B4GALT4
MIR30C2	MIR30D	CHORDC1
MIR30C2	MIR30D	SLC20A1
MIR30C2	MIR30D	VEGFC
MIR30C2	MIR30D	NDEL1
MIR30C2	MIR30D	TRAPPC2
MIR30C2	MIR30D	KLHL5
MIR30C2	MIR30D	STK17B
MIR30C2	MIR30D	SEC23A
MIR30C2	MIR30D	AP3B1
MIR30C2	MIR30D	WDFY2
MIR30C2	MIR30D	DDX5
MIR30C2	MIR30D	FAM43A
MIR30C2	MIR30D	FAM208A
MIR30C2	MIR30D	MFSD11
MIR30C2	MIR30D	EPAS1
MIR30C2	MIR30D	PARP1
MIR30C2	MIR30D	PTPN3
MIR30C2	MIR30D	KIAA0355
MIR30C2	MIR30D	ARID4B
MIR30C2	MIR30D	DENND5B
MIR30C2	MIR30D	RAC1
MIR30C2	MIR30D	IFNGR2
MIR30C2	MIR30D	NIPBL
MIR30C2	MIR30D	TMED10
MIR30C2	MIR30D	MAFG
MIR30C2	MIR30D	DHX36
MIR30C2	MIR30D	GPX3
MIR30C2	MIR30D	MTRNR2L10
MIR30C2	MIR30D	SFT2D2
MIR30C2	MIR30D	MTRNR2L3
MIR30C2	MIR30D	GOLGA8B
MIR30C2	MIR30D	TMEM184C
MIR30C2	MIR30D	LCOR
MIR30C2	MIR30D	SLC41A2
MIR30C2	MIR30D	KIAA0040
MIR30C2	MIR30D	RAB32
MIR30C2	MIR30D	ZNF521
MIR30C2	MIR30D	AVEN
MIR30C2	MIR30D	NEUROD1
MIR30C2	MIR30D	PFN2
MIR30C2	MIR30D	RHOB
MIR30C2	MIR30D	AHI1
MIR30C2	MIR30D	C9orf41
MIR30C2	MIR30D	RIOK3
MIR30C2	MIR30D	TMEM56
MIR30C2	MIR30D	SCML1
MIR30C2	MIR30D	MYH9
MIR30C2	MIR30D	SUCO
MIR30C2	MIR30D	JUNB
MIR30C2	MIR30D	FAP
MIR30C2	MIR30D	XRN1
MIR30C2	MIR30D	RAI14
MIR30C2	MIR30D	SRSF11
MIR30C2	MIR30D	LNPEP
MIR30C2	MIR30D	ATXN7L3B
MIR30C2	MIR30D	TRIAP1
MIR30C2	MIR30D	DGKH
MIR30C2	MIR30D	CUL5
MIR30C2	MIR30D	SP3
MIR30C2	MIR30D	SPCS3
MIR30C2	MIR30D	GIGYF1
MIR30C2	MIR30D	FAM46A
MIR30C2	MIR30D	CDK6
MIR30C2	MIR30D	PLAGL2
MIR30C2	MIR30D	TFPI2
MIR30C2	MIR30D	ALDH2
MIR30C2	MIR30D	TAOK3
MIR30C2	MIR30D	UBE3C
MIR30C2	MIR30D	CMTR2
MIR30C2	MIR30D	IKZF2
MIR30C2	MIR30D	NOVA1
MIR30C2	MIR30D	RAB11A
MIR30C2	MIR30D	ZBTB7A
MIR30C2	MIR30D	PRPF6
MIR30C2	MIR30D	NT5DC3
MIR30C2	MIR30D	CELF3
MIR30C2	MIR30D	BCL6
MIR30C2	MIR30D	KLF9
MIR30C2	MIR30D	SSBP2
MIR30C2	MIR30D	SNTB2
MIR30C2	MIR30D	TOB1
MIR30C2	MIR30D	CNNM4
MIR30C2	MIR30D	BRWD3
MIR30C2	MIR30D	RASA2
MIR30C2	MIR30D	RPA2
MIR30C2	MIR30D	MLXIP
MIR30C2	MIR30D	NAV1
MIR30C2	MIR30D	SMARCAD1
MIR30C2	MIR30D	CDC27
MIR30C2	MIR30D	RER1
MIR30C2	MIR30D	HNRNPM
MIR30C2	MIR30D	CBX5
MIR30C2	MIR30D	RHEBL1
MIR30C2	MIR30D	ARID5B
MIR30C2	MIR30D	URGCP
MIR30C2	MIR30D	PPWD1
MIR30C2	MIR30D	CHD9
MIR30C2	MIR30D	PRRC2C
MIR30C2	MIR30D	NUP35
MIR30C2	MIR30D	LRP6
MIR30C2	MIR30D	TMCC1
MIR30C2	MIR30D	CD99
MIR30C2	MIR30D	DDIT4
MIR30C2	MIR30D	GLS
MIR30C2	MIR30D	UBE2K
MIR30C2	MIR30D	FAM126A
MIR30C2	MIR30D	SEC31A
MIR30C2	MIR30D	TP53INP1
MIR30C2	MIR30D	LRRC8D
MIR30C2	MIR30D	PHACTR2
MIR30C2	MIR30D	HN1L
MIR30C2	MIR30D	PDP2
MIR30C2	MIR30D	ASB1
MIR30C2	MIR30D	RAP2B
MIR30C2	MIR30D	RASGRP3
MIR30C2	MIR30D	CRMP1
MIR30C2	MIR30D	AVL9
MIR30C2	MIR30D	AFF4
MIR30C2	MIR30D	IPO7
MIR30C2	MIR30D	PPP2R1B
MIR30C2	MIR30D	SMARCA5
MIR30C2	MIR30D	TMEM87B
MIR30C2	MIR30D	GNPDA1
MIR30C2	MIR30D	TET3
MIR30C2	MIR30D	TMEM182
MIR30C2	MIR30D	PRDM1
MIR30C2	MIR30D	RCOR1
MIR30C2	MIR30D	XPOT
MIR30C2	MIR30D	PDSS2
MIR30C2	MIR30D	FAF2
MIR30C2	MIR30D	PAPOLA
MIR30C2	MIR30D	RGS1
MIR30C2	MIR30D	RRAGD
MIR30C2	MIR30D	LHFPL2
MIR30C2	MIR30D	CAPRIN1
MIR30C2	MIR30D	LMBR1
MIR30C2	MIR30D	SERINC3
MIR30C2	MIR30D	REV3L
MIR30C2	MIR30D	INSIG1
MIR30C2	MIR30D	SOCS1
MIR30C2	MIR30D	CUL2
MIR30C2	MIR30D	TM4SF1
MIR30C2	MIR30D	PPP3CA
MIR30C2	MIR30D	LEMD3
MIR30C2	MIR30D	XPO1
MIR30C2	MIR30D	GALNT3
MIR30C2	MIR30D	GLCCI1
MIR30C2	MIR30D	USP46
MIR30C2	MIR30D	STK35
MIR30C2	MIR30D	AHNAK
MIR30C2	MIR30D	SOCS3
MIR30C2	MIR30D	PIGA
MIR30C2	MIR30D	TPM4
MIR30C2	MIR30D	TSPYL4
MIR30C2	MIR30D	MYSM1
MIR30C2	MIR30D	GALNT1
MIR30C2	MIR30D	RNF122
MIR30C2	MIR30D	PHF20
MIR30C2	MIR30D	SAMD4A
MIR30C2	MIR30D	ZFX
MIR30C2	MIR30D	H6PD
MIR30C2	MIR30D	CCNT2
MIR30C2	MIR30D	CPT2
MIR30C2	MIR30D	CAMK2D
MIR30C2	MIR30D	FBXO30
MIR30C2	MIR30D	CFL2
MIR30C2	MIR30D	SYNGR3
MIR30C2	MIR30D	ATP5SL
MIR30C2	MIR30D	DLG5
MIR30C2	MIR30D	LYRM2
MIR30C2	MIR30D	PLXNC1
MIR30C2	MIR30D	PLAA
MIR30C2	MIR30D	MTRNR2L6
MIR30C2	MIR30D	CASP4
MIR30C2	MIR30D	NAPG
MIR30C2	MIR30D	RNF220
MIR30C2	MIR30D	TECPR1
MIR30C2	MIR30D	SLC12A6
MIR30C2	MIR30D	ERLIN1
MIR30C2	MIR30D	GALNT2
MIR30C2	MIR30D	ZNF33A
MIR30C2	MIR30D	BIRC2
MIR30C2	MIR30D	NID1
MIR30C2	MIR30D	RCOR3
MIR30C2	MIR30D	STRIP1
MIR30C2	MIR30D	ZCCHC2
MIR30C2	MIR30D	DCTN4
MIR30C2	MIR30D	SFXN1
MIR30C2	MIR30D	KIAA0101
MIR30C2	MIR30D	RNF168
MIR30C2	MIR30D	PANK3
MIR30C2	MIR30D	LSS
MIR30C2	MIR30D	EPG5
MIR30C2	MIR30D	PHIP
MIR30C2	MIR30D	TMEM131
MIR30C2	MIR30D	RORA
MIR30C2	MIR30D	SIAH1
MIR30C2	MIR30D	PER2
MIR30C2	MIR30D	SIDT2
MIR30C2	MIR30D	YWHAZ
MIR30C2	MIR30D	ZNF480
MIR30C2	MIR30D	DDAH1
MIR30C2	MIR30D	ASAP2
MIR30C2	MIR30D	FCHSD2
MIR30C2	MIR30D	CAPZA1
MIR30C2	MIR30D	TSPAN2
MIR30C2	MIR30D	PHF10
MIR30C2	MIR30D	SOX4
MIR30C2	MIR30D	ZNF791
MIR30C2	MIR30D	PPP2R2D
MIR30C2	MIR30D	RASA1
MIR30C2	MIR30D	ATL2
MIR30C2	MIR30D	SRSF7
MIR30C2	MIR30D	FBXO45
MIR30C2	MIR30D	BAZ2B
MIR30C2	MIR30D	ELL2
MIR30C2	MIR30D	SEMA3A
MIR30C2	MIR30D	HLA-DRA
MIR30C2	MIR30D	PIP4K2B
MIR30C2	MIR30D	TPRG1L
MIR30C2	MIR30D	TRIM44
MIR30C2	MIR30D	PDGFRB
MIR30C2	MIR30D	CTHRC1
MIR30C2	MIR30D	WDR5
MIR30C2	MIR30D	ELOVL5
MIR30C2	MIR30D	RNF138
MIR30C2	MIR30D	RBM6
MIR30C2	MIR30D	CPE
MIR30C2	MIR30D	C7orf60
MIR30C2	MIR30D	SLC25A36
MIR30C2	MIR30D	ZC3H12C
MIR30C2	MIR30D	IQCB1
MIR30C2	MIR30D	PGM1
MIR30C2	MIR30D	FUCA1
MIR30C2	MIR30D	NEDD4
MIR30C2	MIR30D	BRWD1
MIR30C2	MIR30D	UBE2V2
MIR30C2	MIR30D	DCUN1D3
MIR30C2	MIR30D	RALGPS2
MIR30C2	MIR30D	PABPC1
MIR30C2	MIR30D	TNRC6A
MIR30C2	MIR30D	BCL10
MIR30C2	MIR30D	RASD1
MIR30C2	MIR30D	CAND1
MIR30C2	MIR30D	HABP4
MIR30C2	MIR30D	ANKRA2
MIR30C2	MIR30D	FAM73B
MIR30C2	MIR30D	FAT1
MIR30C2	MIR30D	C2CD3
MIR30C2	MIR30D	ZDHHC21
MIR30C2	MIR30D	PREPL
MIR30C2	MIR30D	SURF4
MIR30C2	MIR30D	OSBPL3
MIR30C2	MIR30D	EEA1
MIR30C2	MIR30D	PHTF2
MIR30C2	MIR30D	SMG1
MIR30C2	MIR30D	CD226
MIR30C2	MIR30D	MAN1A2
MIR30C2	MIR30D	CMAS
MIR30C2	MIR30D	PHC3
MIR30C2	MIR30D	BTRC
MIR30C2	MIR30D	FAM160B1
MIR30C2	MIR30D	AGO2
MIR30C2	MIR30D	SEC24A
MIR30C2	MIR30D	EML4
MIR30C2	MIR30D	USP34
MIR30C2	MIR30D	SYNJ2
MIR30C2	MIR30D	ZNF746
MIR30C2	MIR30D	GNAI2
MIR30C2	MIR30D	GFM1
MIR30C2	MIR30D	PDE7A
MIR30C2	MIR30D	SLCO5A1
MIR30C2	MIR30D	ZBTB25
MIR30C2	MIR30D	FAM208B
MIR30C2	MIR30D	CXCL6
MIR30C2	MIR30D	C6orf136
MIR30C2	MIR30D	AHR
MIR30C2	MIR30D	BRD4
MIR30C2	MIR30D	PLA2G12A
MIR30C2	MIR30D	WLS
MIR30C2	MIR30D	E2F7
MIR30C2	MIR30D	BDKRB2
MIR30C2	MIR30D	GNA13
MIR30C2	MIR30D	SEC23IP
MIR30C2	MIR30D	MICAL2
MIR30C2	MIR30D	ABCA12
MIR30C2	MIR30D	GCNT3
MIR30C2	MIR30D	IGF2R
MIR30C2	MIR30D	GALNT7
MIR30C2	MIR30D	HBS1L
MIR30C2	MIR30D	NR3C1
MIR30C2	MIR30D	JADE3
MIR30C2	MIR30E	BIRC3
MIR30C2	MIR30E	FGF2
MIR30C2	MIR30E	TACC1
MIR30C2	MIR30E	SH2B3
MIR30C2	MIR30E	DYNLT1
MIR30C2	MIR30E	HSP90AA1
MIR30C2	MIR30E	PSMB1
MIR30C2	MIR30E	ADRA2A
MIR30C2	MIR30E	GFPT2
MIR30C2	MIR30E	CCDC43
MIR30C2	MIR30E	CCDC47
MIR30C2	MIR30E	CYFIP2
MIR30C2	MIR30E	POLR1A
MIR30C2	MIR30E	ZNF100
MIR30C2	MIR30E	BRCA2
MIR30C2	MIR30E	FAM120A
MIR30C2	MIR30E	TRIM23
MIR30C2	MIR30E	TRIP12
MIR30C2	MIR30E	GIGYF2
MIR30C2	MIR30E	PLBD2
MIR30C2	MIR30E	SSR3
MIR30C2	MIR30E	PHLDB2
MIR30C2	MIR30E	AMOTL1
MIR30C2	MIR30E	MUM1
MIR30C2	MIR30E	RBM12B
MIR30C2	MIR30E	PRRX1
MIR30C2	MIR30E	MAP3K7
MIR30C2	MIR30E	ZBTB18
MIR30C2	MIR30E	DENND4C
MIR30C2	MIR30E	CCDC71L
MIR30C2	MIR30E	C4orf3
MIR30C2	MIR30E	FRMD6
MIR30C2	MIR30E	AKT1S1
MIR30C2	MIR30E	RRM2
MIR30C2	MIR30E	ARHGEF28
MIR30C2	MIR30E	CLN8
MIR30C2	MIR30E	HSPA5
MIR30C2	MIR30E	BTLA
MIR30C2	MIR30E	ASH1L
MIR30C2	MIR30E	TAOK1
MIR30C2	MIR30E	SPATA13
MIR30C2	MIR30E	PICALM
MIR30C2	MIR30E	ZNF516
MIR30C2	MIR30E	ZCCHC14
MIR30C2	MIR30E	SLC35D1
MIR30C2	MIR30E	C2CD2
MIR30C2	MIR30E	YWHAG
MIR30C2	MIR30E	NOTCH1
MIR30C2	MIR30E	B4GALT4
MIR30C2	MIR30E	CHORDC1
MIR30C2	MIR30E	SLC20A1
MIR30C2	MIR30E	VEGFC
MIR30C2	MIR30E	NDEL1
MIR30C2	MIR30E	TRAPPC2
MIR30C2	MIR30E	KLHL5
MIR30C2	MIR30E	STK17B
MIR30C2	MIR30E	SEC23A
MIR30C2	MIR30E	AP3B1
MIR30C2	MIR30E	WDFY2
MIR30C2	MIR30E	DDX5
MIR30C2	MIR30E	FAM43A
MIR30C2	MIR30E	FAM208A
MIR30C2	MIR30E	MFSD11
MIR30C2	MIR30E	EPAS1
MIR30C2	MIR30E	PARP1
MIR30C2	MIR30E	PTPN3
MIR30C2	MIR30E	KIAA0355
MIR30C2	MIR30E	ARID4B
MIR30C2	MIR30E	DENND5B
MIR30C2	MIR30E	RAC1
MIR30C2	MIR30E	IFNGR2
MIR30C2	MIR30E	NIPBL
MIR30C2	MIR30E	MAFG
MIR30C2	MIR30E	DHX36
MIR30C2	MIR30E	GPX3
MIR30C2	MIR30E	MTRNR2L10
MIR30C2	MIR30E	SFT2D2
MIR30C2	MIR30E	MTRNR2L3
MIR30C2	MIR30E	GOLGA8B
MIR30C2	MIR30E	TMEM184C
MIR30C2	MIR30E	MIB1
MIR30C2	MIR30E	LCOR
MIR30C2	MIR30E	SLC41A2
MIR30C2	MIR30E	KIAA0040
MIR30C2	MIR30E	RAB32
MIR30C2	MIR30E	ZNF521
MIR30C2	MIR30E	AVEN
MIR30C2	MIR30E	NEUROD1
MIR30C2	MIR30E	PFN2
MIR30C2	MIR30E	RHOB
MIR30C2	MIR30E	ZNF207
MIR30C2	MIR30E	AHI1
MIR30C2	MIR30E	C9orf41
MIR30C2	MIR30E	RIOK3
MIR30C2	MIR30E	TMEM56
MIR30C2	MIR30E	SCML1
MIR30C2	MIR30E	MYH9
MIR30C2	MIR30E	SUCO
MIR30C2	MIR30E	JUNB
MIR30C2	MIR30E	FAP
MIR30C2	MIR30E	XRN1
MIR30C2	MIR30E	RAI14
MIR30C2	MIR30E	SRSF11
MIR30C2	MIR30E	LNPEP
MIR30C2	MIR30E	ATXN7L3B
MIR30C2	MIR30E	TRIAP1
MIR30C2	MIR30E	DGKH
MIR30C2	MIR30E	CUL5
MIR30C2	MIR30E	SP3
MIR30C2	MIR30E	SPCS3
MIR30C2	MIR30E	GIGYF1
MIR30C2	MIR30E	FAM46A
MIR30C2	MIR30E	CDK6
MIR30C2	MIR30E	PLAGL2
MIR30C2	MIR30E	TFPI2
MIR30C2	MIR30E	ALDH2
MIR30C2	MIR30E	TAOK3
MIR30C2	MIR30E	UBE3C
MIR30C2	MIR30E	CMTR2
MIR30C2	MIR30E	IKZF2
MIR30C2	MIR30E	NOVA1
MIR30C2	MIR30E	RAB11A
MIR30C2	MIR30E	ZBTB7A
MIR30C2	MIR30E	PRPF6
MIR30C2	MIR30E	NT5DC3
MIR30C2	MIR30E	CELF3
MIR30C2	MIR30E	BCL6
MIR30C2	MIR30E	KLF9
MIR30C2	MIR30E	SSBP2
MIR30C2	MIR30E	SNTB2
MIR30C2	MIR30E	TOB1
MIR30C2	MIR30E	CNNM4
MIR30C2	MIR30E	BRWD3
MIR30C2	MIR30E	RASA2
MIR30C2	MIR30E	RPA2
MIR30C2	MIR30E	MLXIP
MIR30C2	MIR30E	NAV1
MIR30C2	MIR30E	SMARCAD1
MIR30C2	MIR30E	CDC27
MIR30C2	MIR30E	RER1
MIR30C2	MIR30E	CBX5
MIR30C2	MIR30E	RHEBL1
MIR30C2	MIR30E	ARID5B
MIR30C2	MIR30E	URGCP
MIR30C2	MIR30E	PPWD1
MIR30C2	MIR30E	CHD9
MIR30C2	MIR30E	PRRC2C
MIR30C2	MIR30E	NUP35
MIR30C2	MIR30E	TMCC1
MIR30C2	MIR30E	CD99
MIR30C2	MIR30E	DDIT4
MIR30C2	MIR30E	ZNF354C
MIR30C2	MIR30E	GLS
MIR30C2	MIR30E	UBE2K
MIR30C2	MIR30E	FAM126A
MIR30C2	MIR30E	SEC31A
MIR30C2	MIR30E	TP53INP1
MIR30C2	MIR30E	LRRC8D
MIR30C2	MIR30E	PHACTR2
